title,published_at,domain,url,votes,timestamp_logged
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
"Australian court rules in favor of crypto lender, dismissing ASIC’s appeal",2025-04-23T00:15:17Z,cryptopolitan.com,https://cryptopanic.com/news/21251682/Australian-court-rules-in-favor-of-crypto-lender-dismissing-ASICs-appeal?mtm_campaign=API-OFA,0,2025-04-23T01:06:32.409354
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:11:46.127493
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:17.235255
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:19.112429
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:33.699423
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:35.072446
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:56.679558
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:12:58.301071
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:16:31.081872
Shiba Inu Price Prediction: Could SHIB Enter a 17x Rally from the Current Buy Zone?,2025-04-23T01:02:00Z,thecoinrepublic.com,https://cryptopanic.com/news/21252243/Shiba-Inu-Price-Prediction-Could-SHIB-Enter-a-17x-Rally-from-the-Current-Buy-Zone?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.869713
Respect the Bitcoin Pump,2025-04-23T01:02:00Z,libsyn.com,https://cryptopanic.com/news/21252064/Respect-the-Bitcoin-Pump?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.869713
Gold’s trillion‑dollar climb shows Bitcoin has room to catch up,2025-04-23T01:00:24Z,cryptoslate.com,https://cryptopanic.com/news/21252028/Golds-trilliondollar-climb-shows-Bitcoin-has-room-to-catch-up?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.869713
"Here’s why altcoin investors should be wary, despite the recent gains",2025-04-23T01:00:00Z,ambcrypto.com,https://cryptopanic.com/news/21252018/Heres-why-altcoin-investors-should-be-wary-despite-the-recent-gains?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.869713
Trump Hints at Lower Tariffs on China Amid Trade Tensions,2025-04-23T00:52:24Z,coincu.com,https://cryptopanic.com/news/21251770/Trump-Hints-at-Lower-Tariffs-on-China-Amid-Trade-Tensions?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.869713
Former SEC Chair Jay Clayton sworn in as interim US attorney for Manhattan,2025-04-23T00:51:51Z,cointelegraph.com,https://cryptopanic.com/news/21251773/Former-SEC-Chair-Jay-Clayton-sworn-in-as-interim-US-attorney-for-Manhattan?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.869713
Bitcoin Mining Game 'Miner Wars' Expands With New Features,2025-04-23T00:31:03Z,decrypt.co,https://cryptopanic.com/news/21251732/Bitcoin-Mining-Game-Miner-Wars-Expands-With-New-Features?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.869713
"Cantor Fitzgerald to build $3B Bitcoin venture in partnership with SoftBank, Tether, and Bitfinex",2025-04-23T00:28:20Z,cryptobriefing.com,https://cryptopanic.com/news/21251713/Cantor-Fitzgerald-to-build-3B-Bitcoin-venture-in-partnership-with-SoftBank-Tether-and-Bitfinex?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.869713
Zora Token Launches Amid U.S.–China Tariff Speculations,2025-04-23T00:21:42Z,coincu.com,https://cryptopanic.com/news/21251706/Zora-Token-Launches-Amid-USChina-Tariff-Speculations?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.870713
"DeFi lending protocols gain $2.3B in TVL, fueling token outperformance",2025-04-23T00:15:45Z,cryptoslate.com,https://cryptopanic.com/news/21251680/DeFi-lending-protocols-gain-23B-in-TVL-fueling-token-outperformance?mtm_campaign=API-OFA,0,2025-04-23T01:17:09.870713
Grayscale CEO unveils bold expansion plan with new crypto ETFs and Ethereum staking,2025-04-23T02:25:02Z,cointrackdaily.com,https://cryptopanic.com/news/21253518/Grayscale-CEO-unveils-bold-expansion-plan-with-new-crypto-ETFs-and-Ethereum-staking?mtm_campaign=API-OFA,0,2025-04-23T02:30:37.462369
Kazakhstan’s central bank chief champions national cryptocurrency exchange,2025-04-23T02:10:59Z,cointrackdaily.com,https://cryptopanic.com/news/21253383/Kazakhstans-central-bank-chief-champions-national-cryptocurrency-exchange?mtm_campaign=API-OFA,0,2025-04-23T02:30:37.462369
Elon Musk-Led Tesla Reports $125 Million In Unrealized Losses On Bitcoin After Top Crypto Drops 12% In Q1,2025-04-23T02:03:21Z,feeds2.benzinga.com,https://cryptopanic.com/news/21253508/Elon-Musk-Led-Tesla-Reports-125-Million-In-Unrealized-Losses-On-Bitcoin-After-Top-Crypto-Drops-12-In-Q1?mtm_campaign=API-OFA,0,2025-04-23T02:30:37.462369
